Time (seconds),Speed,Grade,Road Type
0,1.502777777777779,0.000582374228383,No Charging
1,1.502777777777779,0.000582374228383,No Charging
2,1.502777777777779,0.000582374228383,No Charging
3,1.502777777777779,0.000582374228383,No Charging
4,1.502777777777779,0.000582374228383,No Charging
5,1.502777777777779,0.000582374228383,No Charging
6,1.502777777777779,0.000582374228383,No Charging
7,1.502777777777779,0.000582374228383,No Charging
8,1.3621488857467121,0.00020722387745569128,No Charging
9,1.348263888888889,0.000170183399012,No Charging
10,1.348263888888889,0.000170183399012,No Charging
11,1.348263888888889,0.000170183399012,No Charging
12,1.348263888888889,0.000170183399012,No Charging
13,1.348263888888889,0.000170183399012,No Charging
14,1.348263888888889,0.000170183399012,No Charging
15,1.348263888888889,0.000170183399012,No Charging
16,1.348263888888889,0.000170183399012,No Charging
17,1.348263888888889,0.000170183399012,No Charging
18,1.348263888888889,0.000170183399012,No Charging
19,1.348263888888889,0.000170183399012,No Charging
20,1.348263888888889,0.000170183399012,No Charging
21,1.348263888888889,0.000170183399012,No Charging
22,1.348263888888889,0.000170183399012,No Charging
23,1.348263888888889,0.000170183399012,No Charging
24,1.348263888888889,0.000170183399012,No Charging
25,1.348263888888889,0.000170183399012,No Charging
26,1.348263888888889,0.000170183399012,No Charging
27,1.348263888888889,0.000170183399012,No Charging
28,1.348263888888889,0.000170183399012,No Charging
29,1.348263888888889,0.000170183399012,No Charging
30,1.348263888888889,0.000170183399012,No Charging
31,1.348263888888889,0.000170183399012,No Charging
32,1.348263888888889,0.000170183399012,No Charging
33,1.348263888888889,0.000170183399012,No Charging
34,1.348263888888889,0.000170183399012,No Charging
35,1.348263888888889,0.000170183399012,No Charging
36,1.348263888888889,0.000170183399012,No Charging
37,1.348263888888889,0.000170183399012,No Charging
38,1.348263888888889,0.000170183399012,No Charging
39,1.348263888888889,0.000170183399012,No Charging
40,1.348263888888889,0.000170183399012,No Charging
41,1.348263888888889,0.000170183399012,No Charging
42,1.348263888888889,0.000170183399012,No Charging
43,1.348263888888889,0.000170183399012,No Charging
44,1.348263888888889,0.000170183399012,No Charging
45,1.348263888888889,0.000170183399012,No Charging
46,1.348263888888889,0.000170183399012,No Charging
47,1.348263888888889,0.000170183399012,No Charging
48,1.348263888888889,0.000170183399012,No Charging
49,1.348263888888889,0.000170183399012,No Charging
50,1.348263888888889,0.000170183399012,No Charging
51,1.348263888888889,0.000170183399012,No Charging
52,1.348263888888889,0.000170183399012,No Charging
53,1.348263888888889,0.000170183399012,No Charging
54,1.348263888888889,0.000170183399012,No Charging
55,1.348263888888889,0.000170183399012,No Charging
56,1.348263888888889,0.000170183399012,No Charging
57,1.348263888888889,0.000170183399012,No Charging
58,1.348263888888889,0.000170183399012,No Charging
59,1.348263888888889,0.000170183399012,No Charging
60,1.348263888888889,0.000170183399012,No Charging
61,1.348263888888889,0.000170183399012,No Charging
62,1.348263888888889,0.000170183399012,No Charging
63,1.348263888888889,0.000170183399012,No Charging
64,1.348263888888889,0.000170183399012,No Charging
65,1.348263888888889,0.000170183399012,No Charging
66,1.348263888888889,0.000170183399012,No Charging
67,1.348263888888889,0.000170183399012,No Charging
68,1.348263888888889,0.000170183399012,No Charging
69,1.348263888888889,0.000170183399012,No Charging
70,1.348263888888889,0.000170183399012,No Charging
71,1.348263888888889,0.000170183399012,No Charging
72,1.348263888888889,0.000170183399012,No Charging
73,1.348263888888889,0.000170183399012,No Charging
74,1.348263888888889,0.000170183399012,No Charging
75,1.348263888888889,0.000170183399012,No Charging
76,1.348263888888889,0.000170183399012,No Charging
77,1.348263888888889,0.000170183399012,No Charging
78,1.348263888888889,0.000170183399012,No Charging
79,1.348263888888889,0.000170183399012,No Charging
80,1.348263888888889,0.000170183399012,No Charging
81,1.348263888888889,0.000170183399012,No Charging
82,1.348263888888889,0.000170183399012,No Charging
83,1.348263888888889,0.000170183399012,No Charging
84,1.348263888888889,0.000170183399012,No Charging
85,1.348263888888889,0.000170183399012,No Charging
86,1.348263888888889,0.000170183399012,No Charging
87,1.348263888888889,0.000170183399012,No Charging
88,1.348263888888889,0.000170183399012,No Charging
89,1.348263888888889,0.000170183399012,No Charging
90,1.348263888888889,0.000170183399012,No Charging
91,1.348263888888889,0.000170183399012,No Charging
92,1.348263888888889,0.000170183399012,No Charging
93,1.348263888888889,0.000170183399012,No Charging
94,1.348263888888889,0.000170183399012,No Charging
95,1.348263888888889,0.000170183399012,No Charging
96,1.348263888888889,0.000170183399012,No Charging
97,1.348263888888889,0.000170183399012,No Charging
98,1.348263888888889,0.000170183399012,No Charging
99,1.348263888888889,0.000170183399012,No Charging
100,1.348263888888889,0.000170183399012,No Charging
101,1.348263888888889,0.000170183399012,No Charging
102,1.348263888888889,0.000170183399012,No Charging
103,1.348263888888889,0.000170183399012,No Charging
104,1.348263888888889,0.000170183399012,No Charging
105,1.348263888888889,0.000170183399012,No Charging
106,1.348263888888889,0.000170183399012,No Charging
107,1.348263888888889,0.000170183399012,No Charging
108,1.348263888888889,0.000170183399012,No Charging
109,1.348263888888889,0.000170183399012,No Charging
110,1.348263888888889,0.000170183399012,No Charging
111,1.348263888888889,0.000170183399012,No Charging
112,1.348263888888889,0.000170183399012,No Charging
113,1.348263888888889,0.000170183399012,No Charging
114,1.348263888888889,0.000170183399012,No Charging
115,1.348263888888889,0.000170183399012,No Charging
116,1.348263888888889,0.000170183399012,No Charging
117,1.348263888888889,0.000170183399012,No Charging
118,1.348263888888889,0.000170183399012,No Charging
119,1.348263888888889,0.000170183399012,No Charging
120,1.348263888888889,0.000170183399012,No Charging
121,1.348263888888889,0.000170183399012,No Charging
122,1.348263888888889,0.000170183399012,No Charging
123,1.348263888888889,0.000170183399012,No Charging
124,1.348263888888889,0.000170183399012,No Charging
125,1.348263888888889,0.000170183399012,No Charging
126,1.348263888888889,0.000170183399012,No Charging
127,1.348263888888889,0.000170183399012,No Charging
128,1.348263888888889,0.000170183399012,No Charging
129,1.348263888888889,0.000170183399012,No Charging
130,1.348263888888889,0.000170183399012,No Charging
131,1.348263888888889,0.000170183399012,No Charging
132,1.348263888888889,0.000170183399012,No Charging
133,1.348263888888889,0.000170183399012,No Charging
134,1.348263888888889,0.000170183399012,No Charging
135,1.348263888888889,0.000170183399012,No Charging
136,1.348263888888889,0.000170183399012,No Charging
137,1.348263888888889,0.000170183399012,No Charging
138,1.348263888888889,0.000170183399012,No Charging
139,1.348263888888889,0.000170183399012,No Charging
140,1.348263888888889,0.000170183399012,No Charging
141,1.348263888888889,0.000170183399012,No Charging
142,1.348263888888889,0.000170183399012,No Charging
143,1.348263888888889,0.000170183399012,No Charging
144,1.348263888888889,0.000170183399012,No Charging
145,1.348263888888889,0.000170183399012,No Charging
146,1.348263888888889,0.000170183399012,No Charging
147,1.348263888888889,0.0012350155666955133,No Charging
148,1.348263888888889,0.002201892364778,No Charging
149,1.348263888888889,0.002201892364778,No Charging
